"from" "to" "type" "time"
"FrontRowSoccer" "Soccerwriter" "mention" "1541945024"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541945024"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541945024"
"FrontRowSoccer" "kimwyant1" "mention" "1541945024"
"FrontRowSoccer" "Soccerwriter" "mention" "1541945027"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541945027"
"FrontRowSoccer" "NYUAthletics" "mention" "1541945027"
"FrontRowSoccer" "Soccerwriter" "mention" "1541945030"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541945030"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541945030"
"FrontRowSoccer" "NCAA" "mention" "1541945030"
"JosephHsieh6" "nyuniversity" "mention" "1541945638"
"abdulia23" "BookSparks" "mention" "1541947389"
"abdulia23" "JaxMiddleton" "mention" "1541947389"
"abdulia23" "ChristinaLauren" "mention" "1541947389"
"LeoNewman19" "BookSparks" "mention" "1541947412"
"LeoNewman19" "JaxMiddleton" "mention" "1541947412"
"LeoNewman19" "ChristinaLauren" "mention" "1541947412"
"shogaiee" "AIPAC" "mention" "1541948154"
"shogaiee" "AIPAC" "mention" "1541948394"
"shogaiee" "AIPAC" "mention" "1541948473"
"shogaiee" "AIPAC" "mention" "1541948542"
"shogaiee" "AIPAC" "mention" "1541948876"
"shogaiee" "AIPAC" "mention" "1541949081"
"Mannyotiko" "shogaiee" "mention" "1541949185"
"Mannyotiko" "AIPAC" "mention" "1541949185"
"shogaiee" "AIPAC" "mention" "1541949263"
"shogaiee" "AIPAC" "mention" "1541949417"
"MrJohnnyPerez" "tischphoto" "mention" "1541949601"
"MrJohnnyPerez" "MrJohnnyPerez" "mention" "1541949601"
"shogaiee" "AIPAC" "mention" "1541949616"
"shogaiee" "AIPAC" "mention" "1541949822"
"shogaiee" "AIPAC" "mention" "1541949981"
"jubizvv" "pt_jeanette" "mention" "1541950215"
"shogaiee" "AIPAC" "mention" "1541950318"
"shogaiee" "AIPAC" "mention" "1541950411"
"Ninjalovesme69" "pt_jeanette" "mention" "1541950438"
"shogaiee" "AIPAC" "mention" "1541950578"
"shogaiee" "AIPAC" "mention" "1541950656"
"shogaiee" "AIPAC" "mention" "1541951024"
"shogaiee" "AIPAC" "mention" "1541951471"
"BenneighsB" "pt_jeanette" "mention" "1541952367"
"shogaiee" "AIPAC" "mention" "1541953342"
"Mannyotiko" "shogaiee" "mention" "1541953433"
"Mannyotiko" "AIPAC" "mention" "1541953433"
"alirezakey1" "shogaiee" "mention" "1541953566"
"alirezakey1" "AIPAC" "mention" "1541953566"
"shogaiee" "realDonaldTrump" "mention" "1541955308"
"shogaiee" "AIPAC" "mention" "1541955308"
"shogaiee" "AIPAC" "mention" "1541956022"
"FrontRowSoccer" "Soccerwriter" "mention" "1541956300"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541956300"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541956300"
"FrontRowSoccer" "NCAA" "mention" "1541956300"
"FrontRowSoccer" "Soccerwriter" "mention" "1541956303"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541956303"
"FrontRowSoccer" "NYUAthletics" "mention" "1541956303"
"FrontRowSoccer" "Soccerwriter" "mention" "1541956305"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541956305"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541956305"
"FrontRowSoccer" "kimwyant1" "mention" "1541956305"
"FrontRowSoccer" "Soccerwriter" "mention" "1541956309"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541956309"
"FrontRowSoccer" "kimwyant1" "mention" "1541956309"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541956309"
"FrontRowSoccer" "Soccerwriter" "mention" "1541957887"
"FrontRowSoccer" "FrontRowSoccer" "mention" "1541957887"
"FrontRowSoccer" "nyumenssoccer" "mention" "1541957887"
"FrontRowSoccer" "kimwyant1" "mention" "1541957887"
"Barcelo_neta" "davisneves" "mention" "1541957958"
"NYUCAS" "nyubookstores" "mention" "1541959200"
"SocialBigApple" "SocialNewsCorp" "mention" "1541960387"
"MalihehBitaraf" "JournalofDiplo" "mention" "1541960910"
"SweetClothing1" "pt_jeanette" "mention" "1541961501"
"Ryo_koumei_m" "03_R_M_aya_03" "mention" "1541961897"
